Id,Date,Product,Quantity,UnitPrice
1367,07/08/2023,Hat,88,20189,80
1368,15/03/2024,Car,60,12317,37
1369,04/12/2021,Hat,78,49718,07
1370,05/07/2019,Ball,93,32643,83
1371,28/01/2024,Mouse,45,12073,34
1372,05/04/2019,Pants,83,16285,54
1373,18/06/2021,Shoes,27,3402,15
1374,14/05/2019,Fish,61,7919,34
1375,17/05/2018,Pizza,11,29380,52
1376,10/02/2018,Car,99,25961,78
1377,17/02/2023,Chair,10,46894,30
1378,02/06/2018,Mouse,51,48285,41
1379,02/11/2020,Pants,60,31680,71
1380,07/03/2022,Chair,25,48608,27
1381,15/10/2023,Chips,100,20221,01
1382,05/04/2021,Table,29,7285,96
1383,02/07/2023,Pants,16,12530,44
1384,01/04/2024,Shoes,69,14941,73
1385,03/02/2024,Cheese,79,6197,50
1386,14/02/2019,Car,63,8323,12
1387,04/01/2021,Computer,20,33040,64
1388,25/11/2021,Chicken,25,23894,81
1389,10/09/2024,Tuna,10,46401,69
1390,06/01/2018,Gloves,4,22726,39
1391,16/09/2023,Gloves,47,6121,27
1392,10/02/2021,Keyboard,40,21391,90
1393,12/03/2024,Keyboard,62,39827,48
1394,24/09/2023,Bike,32,19636,28
1395,08/08/2020,Soap,91,6277,78
1396,12/12/2019,Computer,80,30286,24
1397,16/10/2020,Gloves,78,11801,55
1398,10/01/2018,Salad,65,1085,72
1399,05/10/2020,Ball,65,11675,26
1400,18/09/2024,Shirt,51,30378,46
1401,21/12/2023,Tuna,94,46463,11
1402,07/11/2022,Computer,24,47885,37
1403,27/06/2018,Hat,43,23810,80
1404,15/10/2020,Chips,4,15542,17
1405,28/07/2020,Bike,94,10096,67
1406,10/07/2024,Keyboard,33,12921,30
1407,26/10/2022,Shoes,40,32014,98
1408,03/10/2020,Cheese,26,4231,71
1409,13/09/2022,Hat,61,43490,25
1410,14/03/2021,Ball,54,23494,16
1411,19/01/2018,Mouse,83,49894,92
1412,13/05/2021,Bacon,36,15983,83
1413,23/11/2022,Shirt,81,9510,30
1414,04/04/2021,Pants,35,22096,62
1415,20/08/2019,Shirt,72,25895,96
1416,24/09/2018,Sausages,52,34108,69
1417,17/09/2024,Shoes,6,13822,85
1418,13/07/2022,Bacon,78,15571,55
1419,27/10/2023,Chips,71,1807,85
1420,03/09/2020,Table,30,41959,93
1421,10/11/2020,Ball,53,10298,78
1422,23/02/2023,Bacon,97,21236,45
1423,19/01/2023,Car,39,16997,08
1424,07/12/2023,Chair,13,653,77
1425,25/08/2024,Sausages,14,35898,30
1426,13/04/2020,Tuna,41,39423,24
1427,11/04/2024,Table,46,10848,17
1428,07/01/2021,Computer,44,39628,46
1429,06/10/2022,Sausages,90,25552,90
1430,14/07/2024,Gloves,23,35916,08
1431,24/12/2021,Tuna,91,15583,13
1432,26/08/2021,Bacon,83,44118,99
1433,12/09/2022,Pizza,68,9922,27
1434,23/12/2018,Pants,16,22963,86
1435,04/11/2018,Cheese,46,6101,85
1436,30/03/2019,Tuna,55,39281,64
1437,13/08/2023,Tuna,65,43046,61
1438,16/06/2021,Chicken,99,38916,58
1439,17/07/2019,Fish,48,7718,82
1440,09/11/2020,Shirt,63,9854,14
1441,17/10/2023,Shoes,11,28229,70
1442,10/02/2021,Pants,32,28111,29
1443,02/09/2023,Tuna,96,31152,44
1444,14/04/2020,Soap,66,24319,99
1445,02/01/2024,Chips,22,18186,06
1446,22/02/2021,Table,14,40276,68
1447,10/07/2019,Bacon,100,34679,15
1448,13/07/2019,Car,20,14903,42
1449,26/07/2019,Bacon,85,29797,81
1450,27/08/2021,Shoes,14,14299,62
1451,09/01/2024,Towels,55,34034,75
1452,17/06/2022,Shirt,48,38896,14
1453,18/04/2024,Towels,100,44062,57
1454,28/09/2023,Keyboard,61,19935,96
1455,22/06/2018,Table,77,3536,26
1456,24/11/2019,Chair,64,28912,48
1457,02/07/2023,Chair,53,46571,15
1458,06/09/2024,Shoes,53,30006,90
1459,29/01/2021,Chips,36,23341,24
1460,20/02/2023,Soap,46,46145,97
1461,02/05/2019,Towels,75,17302,56
1462,28/09/2020,Hat,34,35526,14
1463,30/11/2019,Keyboard,93,49100,77
1464,29/04/2024,Tuna,11,36970,04
1465,16/12/2018,Ball,21,29200,02
1466,01/08/2018,Towels,30,23014,26
1467,22/05/2024,Cheese,37,16093,18
1468,25/07/2023,Fish,93,46509,75
1469,12/12/2023,Towels,61,17189,91
1470,10/02/2018,Mouse,94,4923,75
1471,24/06/2023,Bike,28,45506,84
1472,03/09/2021,Tuna,51,49849,30
1473,31/07/2024,Sausages,94,26274,22
1474,08/01/2022,Cheese,85,1878,30
1475,08/08/2018,Mouse,31,46387,86
1476,24/10/2023,Soap,5,30893,84
1477,13/04/2023,Mouse,49,17331,69
1478,30/04/2021,Bacon,21,27412,06
1479,13/10/2021,Hat,53,36917,67
1480,10/11/2018,Gloves,47,43318,26
1481,07/07/2020,Chips,9,31406,68
1482,23/02/2020,Cheese,55,43142,64
1483,14/04/2019,Chicken,29,18873,61
1484,10/12/2022,Mouse,28,14263,07
1485,20/08/2020,Bacon,100,42850,12
1486,18/04/2018,Pizza,5,2645,11
1487,09/04/2021,Hat,57,12705,87
1488,09/12/2022,Soap,22,3413,14
1489,25/01/2023,Hat,63,2331,95
1490,01/02/2018,Towels,29,33316,54
1491,02/01/2018,Tuna,57,44992,30
1492,12/12/2022,Bike,92,22361,45
1493,01/11/2023,Gloves,63,31956,80
1494,05/05/2020,Chair,75,46744,24
1495,06/08/2023,Ball,35,13681,01
1496,04/01/2023,Bike,88,47756,02
1497,22/01/2021,Keyboard,15,24272,95
1498,06/02/2018,Chips,17,15507,06
1499,16/07/2020,Cheese,41,37605,91
1500,24/09/2019,Shoes,33,22191,01
1501,10/09/2021,Hat,28,1735,96
1502,02/08/2018,Chicken,84,23898,71
1503,31/08/2022,Shoes,82,33675,19
1504,14/04/2019,Computer,61,32048,22
1505,03/01/2019,Car,81,6928,05
1506,02/05/2019,Towels,2,18280,64
1507,12/11/2021,Fish,39,31669,71
1508,20/12/2024,Car,47,39201,27
1509,11/05/2020,Ball,11,32421,05
1510,11/04/2018,Pants,39,24937,91
1511,23/12/2021,Hat,47,174,31
1512,16/07/2021,Towels,69,32520,24
1513,24/08/2021,Mouse,79,29592,21
1514,16/08/2019,Mouse,93,22987,00
1515,26/02/2021,Table,6,2773,99
1516,03/04/2020,Cheese,23,8738,83
1517,02/12/2019,Cheese,41,18266,39
1518,25/10/2021,Chair,14,5109,58
1519,10/08/2019,Bacon,69,5105,02
1520,28/11/2019,Computer,94,42036,75
1521,18/09/2023,Salad,94,23846,03
1522,21/12/2019,Tuna,10,29742,64
1523,21/02/2020,Computer,53,8084,33
1524,09/10/2022,Soap,94,20550,13
1525,06/09/2020,Chips,51,7508,29
1526,19/12/2019,Bike,100,40006,85
1527,31/08/2019,Salad,35,20472,91
1528,03/12/2019,Pants,94,49909,38
1529,05/12/2022,Chips,25,4608,28
1530,05/10/2023,Salad,78,11533,45
1531,13/04/2023,Sausages,10,1234,37
1532,02/12/2024,Bike,29,28294,97
1533,03/01/2019,Keyboard,36,28601,09
1534,13/02/2018,Pizza,81,11544,20
1535,28/10/2020,Pizza,75,30174,81
1536,08/12/2019,Fish,82,19227,84
1537,01/06/2023,Fish,78,34992,45
1538,24/02/2022,Chicken,97,27693,78
1539,18/05/2021,Soap,21,32621,35
1540,30/12/2022,Bacon,65,36943,28
1541,11/09/2020,Salad,93,32891,57
1542,08/01/2023,Tuna,13,12763,47
1543,05/09/2024,Towels,24,34444,64
1544,06/11/2022,Cheese,58,28194,87
1545,05/02/2024,Ball,1,48637,98
1546,19/12/2022,Chair,94,29766,28
1547,14/03/2020,Pants,15,391,59
1548,28/04/2019,Bacon,99,6159,26
1549,05/08/2019,Keyboard,15,18357,31
1550,23/06/2021,Cheese,37,47119,48
1551,18/01/2018,Pizza,73,27329,23
1552,12/01/2020,Cheese,61,2945,62
1553,16/10/2024,Table,29,41768,35
1554,12/04/2022,Pants,29,5516,42
1555,15/11/2024,Soap,49,25680,59
1556,28/01/2018,Computer,59,13037,76
1557,07/03/2024,Shirt,92,38078,18
1558,06/02/2022,Shoes,5,2373,26
1559,05/07/2024,Tuna,15,43920,67
1560,04/09/2018,Computer,28,42580,83
1561,12/08/2020,Sausages,63,26151,47
1562,03/12/2020,Car,39,5277,22
1563,05/11/2018,Car,92,25598,49
1564,18/01/2021,Shoes,3,14904,97
1565,18/06/2023,Sausages,30,37941,26
1566,28/02/2019,Fish,37,16414,15
1567,07/12/2022,Chicken,16,33502,89
1568,13/04/2022,Bike,83,1723,02
1569,14/03/2022,Tuna,73,16997,01
1570,01/02/2021,Soap,31,15267,27
1571,14/08/2022,Table,77,17149,34
1572,10/07/2022,Soap,33,19443,09
1573,01/02/2018,Salad,37,28449,14
1574,28/01/2019,Keyboard,54,7057,36
1575,25/05/2023,Pizza,60,1931,43
1576,13/11/2018,Keyboard,12,18449,94
1577,09/09/2021,Chicken,97,25026,48
1578,26/05/2018,Table,72,36904,77
1579,26/04/2018,Pants,3,19497,43
1580,10/08/2023,Shirt,36,6572,34
1581,11/11/2020,Cheese,28,2237,73
1582,12/02/2024,Fish,64,8306,63
1583,16/06/2021,Chicken,90,22773,66
1584,15/06/2019,Towels,49,45037,64
1585,15/10/2024,Chicken,36,45775,54
1586,24/06/2021,Pizza,26,47463,62
1587,08/12/2024,Hat,40,2502,53
1588,23/09/2019,Bike,8,11186,96
1589,24/07/2023,Shirt,96,27493,16
1590,27/12/2024,Pizza,52,6740,96
1591,15/08/2018,Fish,60,40704,73
1592,22/02/2024,Soap,72,6414,01
1593,23/02/2021,Car,2,48851,91
1594,29/03/2018,Chicken,47,43810,33
1595,01/10/2020,Towels,99,17151,91
1596,08/02/2023,Table,83,49533,42
1597,25/08/2024,Car,51,39486,01
1598,16/07/2018,Sausages,33,10154,46
1599,19/06/2022,Car,19,34381,12
1600,01/11/2019,Soap,43,24668,35
1601,08/09/2019,Chicken,45,1431,01
1602,01/09/2024,Shirt,6,46580,13
1603,20/04/2022,Shirt,80,11692,88
1604,30/06/2020,Car,58,3956,28
1605,01/02/2020,Shirt,86,11078,01
1606,14/10/2019,Sausages,37,24931,27
1607,25/05/2023,Cheese,22,20032,20
1608,23/06/2024,Shoes,10,42966,20
1609,15/10/2018,Pizza,90,35259,35
1610,14/04/2018,Chair,2,43790,90
1611,02/03/2020,Cheese,9,1531,17
1612,27/04/2022,Hat,88,2772,29
1613,24/06/2024,Shirt,66,22967,43
1614,30/05/2018,Bike,36,2356,39
1615,03/06/2023,Salad,14,43657,77
1616,26/06/2019,Chicken,85,15887,20
1617,20/03/2018,Computer,77,33728,88
1618,20/07/2023,Fish,19,983,05
1619,10/12/2019,Cheese,3,36750,76
1620,22/01/2023,Pants,24,18246,00
1621,01/09/2023,Car,22,14926,37
1622,06/08/2023,Salad,47,47526,12
1623,22/10/2020,Mouse,3,7790,39
1624,18/02/2024,Hat,94,18306,07
1625,19/12/2022,Fish,84,36250,10
1626,27/12/2022,Car,57,17680,73
1627,03/09/2018,Fish,28,468,14
1628,02/07/2021,Car,47,34687,10
1629,02/08/2021,Computer,82,43561,95
1630,20/06/2023,Pants,18,4933,73
1631,04/01/2019,Chicken,88,42960,49
1632,22/10/2022,Mouse,96,39703,10
1633,09/12/2022,Shirt,27,25895,53
1634,08/06/2018,Shoes,52,26666,07
1635,17/01/2021,Mouse,49,32378,10
1636,06/06/2020,Chips,78,38207,18
1637,10/07/2019,Pants,38,48924,14
1638,25/12/2021,Tuna,38,20791,41
1639,15/06/2021,Car,47,12044,83
1640,29/07/2022,Sausages,75,10655,19
1641,24/02/2021,Cheese,27,5469,88
1642,02/11/2022,Sausages,69,14149,30
1643,12/05/2023,Fish,29,33956,48
1644,07/09/2021,Cheese,61,35802,97
1645,05/08/2022,Bacon,62,17013,21
1646,08/12/2021,Pizza,6,24533,78
1647,22/12/2022,Pizza,15,10850,53
1648,29/12/2020,Cheese,32,18950,02
1649,27/10/2020,Shoes,39,2507,55
1650,05/10/2023,Tuna,60,4335,22
1651,29/06/2018,Table,45,48763,84
1652,29/08/2021,Pizza,2,10582,47
1653,09/10/2019,Mouse,70,7211,18
1654,19/01/2021,Bacon,32,17365,28
1655,29/04/2019,Tuna,28,21600,48
1656,26/08/2021,Salad,89,49872,23
1657,21/12/2021,Ball,19,2187,37
1658,20/01/2022,Car,84,43356,12
1659,22/08/2022,Hat,82,48134,27
1660,22/09/2021,Bacon,1,11330,00
1661,05/12/2020,Towels,22,36493,94
1662,03/05/2021,Bike,1,28975,27
1663,02/02/2022,Sausages,93,20107,69
1664,04/07/2023,Pizza,2,21196,24
1665,28/09/2022,Pants,67,44932,17
1666,05/04/2022,Pants,1,11713,49
1667,01/05/2023,Car,24,43981,07
1668,22/09/2023,Chips,4,14178,82
1669,26/06/2018,Car,60,17947,05
1670,15/12/2019,Mouse,49,31173,20
1671,09/11/2023,Chicken,51,37708,79
1672,15/10/2022,Pizza,92,22960,75
1673,25/02/2020,Bacon,3,24039,58
1674,16/03/2022,Bike,30,29123,36
1675,27/02/2023,Pizza,15,15745,31
1676,06/01/2021,Salad,46,48874,05
1677,10/02/2024,Salad,25,16053,62
1678,07/07/2018,Computer,43,48667,22
1679,13/10/2024,Mouse,89,8842,58
1680,28/08/2023,Table,78,46324,49
1681,21/03/2024,Table,15,15982,46
1682,29/06/2023,Towels,18,44342,47
1683,08/12/2020,Ball,53,32678,74
1684,10/03/2020,Ball,47,6964,40
1685,01/03/2020,Computer,54,37855,14
1686,18/03/2024,Pants,15,39052,15
1687,21/10/2021,Chips,15,13766,52
1688,23/06/2018,Computer,40,25608,85
1689,12/05/2023,Shoes,50,47036,40
1690,22/08/2021,Cheese,60,42226,58
1691,10/09/2022,Soap,36,35607,36
1692,28/03/2019,Towels,71,48257,43
1693,19/08/2023,Bacon,66,12353,70
1694,22/03/2018,Chicken,45,18582,13
1695,06/04/2022,Cheese,50,37088,48
1696,29/11/2022,Car,79,21414,31
1697,25/05/2020,Chips,57,43704,37
1698,18/06/2021,Keyboard,3,37690,98
1699,28/09/2018,Sausages,1,38985,85
1700,15/05/2021,Computer,42,7774,88
1701,16/09/2020,Bike,81,17677,78
1702,11/01/2021,Bacon,96,38130,06
1703,19/09/2024,Ball,32,39081,47
1704,24/10/2024,Ball,87,41373,03
1705,09/01/2023,Computer,49,10540,66
1706,22/11/2022,Gloves,25,939,38
1707,16/06/2022,Shirt,5,44986,22
1708,04/09/2024,Pizza,10,21661,43
1709,16/08/2019,Hat,98,38049,78
1710,01/09/2024,Car,28,6049,77
1711,13/06/2021,Shoes,29,12254,31
1712,03/07/2022,Table,66,15836,36
1713,03/12/2021,Chicken,73,962,41
1714,01/06/2018,Hat,4,738,87
1715,22/08/2023,Hat,29,25523,60
1716,01/10/2023,Computer,32,23565,72
1717,24/07/2023,Soap,13,44655,22
1718,08/10/2021,Bacon,49,5431,45
1719,23/08/2020,Table,50,36908,03
1720,25/03/2020,Soap,75,3713,72
1721,15/06/2018,Chips,31,20803,78
1722,21/08/2019,Towels,41,12820,96
1723,11/04/2020,Mouse,7,16099,56
1724,18/02/2018,Pants,24,26982,47
1725,09/12/2023,Bacon,13,9606,08
1726,10/04/2019,Chips,72,26881,23
1727,14/06/2021,Salad,90,21054,14
1728,06/01/2021,Bike,89,12793,95
1729,24/09/2020,Table,55,41009,46
1730,23/07/2018,Towels,8,8849,97
1731,21/04/2022,Bike,12,36479,42
1732,24/06/2019,Pants,51,30337,48
1733,04/11/2020,Pants,47,48196,43
1734,10/12/2022,Mouse,23,24172,08
1735,04/04/2023,Mouse,95,11997,47
1736,17/10/2022,Towels,57,15470,23
1737,03/11/2022,Keyboard,60,25762,89
1738,23/02/2023,Car,25,41373,74
1739,31/01/2019,Table,8,20711,55
1740,10/03/2022,Bacon,70,16759,11
1741,16/01/2023,Car,97,11627,89
1742,03/10/2023,Shoes,73,15195,62
1743,20/03/2019,Shoes,58,46906,04
1744,24/10/2019,Gloves,78,450,97
1745,08/02/2021,Shoes,89,37774,27
1746,16/10/2020,Keyboard,98,45499,96
1747,10/02/2024,Towels,6,25965,36
1748,17/05/2020,Towels,30,18451,60
1749,22/02/2022,Soap,58,15481,38
1750,07/12/2018,Towels,31,7302,66
1751,11/12/2021,Mouse,23,19470,42
1752,05/02/2024,Fish,11,34813,38
1753,07/09/2024,Pants,100,41881,02
1754,21/04/2021,Tuna,92,285,98
1755,04/08/2022,Computer,73,33571,71
1756,15/04/2019,Chair,32,43092,45
1757,20/11/2018,Cheese,95,49717,92
1758,10/04/2023,Towels,83,35944,15
1759,11/05/2023,Chicken,47,48103,47
1760,28/04/2023,Gloves,8,9043,54
1761,14/06/2020,Pizza,81,6667,58
1762,15/11/2019,Shoes,83,30535,85
1763,08/04/2020,Keyboard,68,38620,13
1764,20/12/2023,Ball,15,46790,80
1765,01/05/2019,Soap,4,2916,78
1766,28/04/2023,Gloves,46,9470,40
1767,22/06/2024,Mouse,89,16331,17
1768,10/10/2022,Bike,80,24820,78
1769,27/03/2022,Soap,65,20351,69
1770,22/09/2023,Mouse,68,30982,72
1771,21/12/2023,Table,55,15773,36
1772,17/01/2022,Pizza,44,895,73
1773,09/10/2023,Bike,1,14737,05
1774,09/11/2022,Fish,2,19425,45
1775,03/05/2018,Computer,15,26217,50
1776,08/09/2019,Bacon,52,3071,12
1777,26/08/2024,Car,45,34949,72
1778,15/12/2022,Shirt,38,15741,11
1779,23/12/2024,Bacon,2,49552,69
1780,11/10/2018,Sausages,1,22657,07
1781,07/12/2018,Mouse,58,13361,35
1782,21/07/2019,Tuna,66,15606,02
1783,03/09/2024,Shoes,51,42148,44
1784,18/11/2023,Towels,12,20784,69
1785,02/03/2020,Shirt,62,24358,13
1786,27/06/2020,Chicken,21,49373,13
1787,12/10/2019,Towels,19,26041,94
1788,12/09/2020,Chips,65,9117,46
1789,10/08/2019,Pants,22,5455,41
1790,17/08/2024,Ball,17,20787,22
1791,04/11/2023,Hat,62,7396,29
1792,17/10/2021,Chips,27,26208,87
1793,18/06/2024,Shoes,34,9218,90
1794,29/01/2018,Hat,20,28578,72
1795,15/11/2023,Computer,44,26018,25
1796,11/10/2018,Shoes,14,32300,39
1797,10/11/2022,Chips,69,38194,57
1798,28/01/2022,Shirt,45,37341,06
1799,30/08/2019,Bacon,53,34690,75
1800,11/10/2021,Gloves,89,32866,61
1801,27/04/2022,Ball,85,29840,95
1802,15/07/2022,Shoes,60,30170,65
1803,15/11/2019,Pants,87,41680,36
1804,28/02/2019,Chair,79,45171,23
1805,30/03/2024,Hat,83,7844,26
1806,07/05/2019,Keyboard,63,13467,21
1807,20/05/2022,Hat,21,25318,52
1808,26/07/2018,Shirt,45,17072,61
1809,10/06/2018,Gloves,50,43648,83
1810,02/08/2022,Salad,75,36182,67
1811,13/01/2022,Sausages,45,36718,26
1812,01/06/2023,Chicken,29,35525,75
1813,28/06/2022,Ball,72,19689,80
1814,08/03/2022,Shoes,62,26644,68
1815,15/08/2019,Gloves,20,28564,40
1816,13/08/2023,Sausages,71,30478,21
1817,08/06/2019,Chair,7,35227,31
1818,29/11/2019,Mouse,42,21642,95
1819,13/03/2023,Shirt,10,31475,56
1820,24/04/2024,Pants,97,33443,17
1821,24/02/2022,Cheese,57,48929,11
1822,17/03/2021,Tuna,56,47543,22
1823,27/01/2019,Towels,11,45913,86
1824,23/01/2021,Pizza,36,9427,13
1825,21/08/2021,Table,46,42713,69
1826,16/07/2019,Bacon,32,48470,03
1827,02/11/2022,Gloves,10,45387,93
1828,26/01/2020,Shirt,50,39201,55
1829,02/12/2019,Sausages,1,37123,31
1830,02/08/2021,Gloves,70,40173,46
1831,22/04/2020,Bacon,72,29626,89
1832,01/02/2020,Keyboard,67,3371,34
1833,29/12/2021,Mouse,46,16253,93
1834,05/05/2021,Gloves,47,17652,42
1835,11/04/2022,Ball,36,14878,90
1836,24/07/2018,Cheese,66,41154,66
1837,01/12/2022,Computer,64,8302,10
1838,30/05/2018,Car,90,9416,70
1839,17/03/2023,Tuna,31,20591,14
1840,15/09/2020,Soap,96,28005,59
1841,25/07/2022,Keyboard,41,16394,84
1842,20/06/2023,Keyboard,29,27102,14
1843,07/05/2023,Table,60,49944,60
1844,28/03/2018,Pants,95,4112,29
1845,13/10/2019,Shoes,89,41739,15
1846,28/05/2023,Chips,76,32867,65
1847,28/06/2022,Towels,87,5869,71
1848,17/02/2020,Towels,88,21386,08
1849,15/07/2024,Bacon,29,10488,85
1850,17/12/2024,Shoes,97,41854,59
1851,18/01/2018,Chicken,6,20168,87
1852,25/01/2024,Tuna,33,45885,41
1853,12/06/2020,Hat,15,27671,35
1854,16/12/2019,Computer,94,39253,47
1855,13/05/2019,Chair,8,44503,25
1856,01/03/2021,Shoes,76,11363,09
1857,31/03/2022,Pants,99,46311,34
1858,21/11/2024,Pants,33,19048,45
1859,21/07/2020,Bacon,7,24060,14
1860,07/01/2022,Mouse,64,4361,88
1861,12/07/2020,Hat,78,1008,25
1862,23/04/2019,Pizza,76,30671,36
1863,24/08/2023,Table,16,7353,45
1864,23/05/2020,Soap,23,41229,26
1865,07/08/2024,Towels,61,43270,75
1866,13/06/2021,Mouse,15,5327,65
1867,13/01/2023,Mouse,75,27676,02
1868,19/03/2024,Sausages,41,7201,71
1869,08/07/2019,Fish,9,13770,26
1870,16/01/2020,Fish,50,47087,69
1871,23/08/2022,Computer,74,33980,57
1872,11/07/2021,Hat,32,134,58
1873,04/02/2024,Cheese,24,18425,76
1874,04/04/2021,Chair,34,36323,48
1875,18/02/2024,Soap,35,25231,97
1876,19/03/2022,Ball,33,15537,91
1877,20/12/2024,Cheese,37,218,06
1878,28/09/2018,Shirt,63,27923,20
1879,03/09/2018,Towels,69,30095,71
1880,15/02/2018,Bacon,65,25631,15
1881,13/10/2024,Salad,50,12456,44
1882,26/05/2024,Salad,12,39552,44
1883,20/09/2024,Hat,35,40855,79
1884,04/10/2018,Computer,87,26933,33
1885,02/11/2022,Sausages,24,43456,73
1886,04/02/2019,Gloves,50,653,66
1887,14/03/2018,Pants,86,25575,72
1888,02/11/2022,Soap,86,15220,54
1889,18/09/2021,Gloves,77,23660,14
1890,06/01/2021,Tuna,60,4210,95
1891,06/05/2023,Hat,65,11511,35
1892,01/02/2022,Sausages,63,11386,78
1893,29/12/2019,Salad,73,27928,54
1894,29/04/2022,Towels,37,26124,60
1895,15/08/2019,Shoes,21,43690,85
1896,19/05/2022,Soap,6,26139,26
1897,14/07/2021,Sausages,76,45842,47
1898,04/10/2022,Gloves,88,5181,72
1899,03/10/2020,Shirt,52,36534,82
1900,27/01/2018,Pants,11,11006,54
1901,22/04/2020,Chips,20,22773,52
1902,21/11/2023,Chips,36,25768,73
1903,04/01/2018,Fish,78,29705,28
1904,17/06/2020,Bacon,85,48384,00
1905,10/06/2024,Chicken,35,42120,44
1906,03/01/2024,Car,25,10686,07
1907,10/09/2019,Cheese,84,40861,32
1908,19/08/2023,Soap,42,22315,93
1909,06/06/2021,Pizza,21,29914,56
1910,30/08/2024,Shirt,53,40452,02
1911,14/02/2018,Chicken,25,21316,23
1912,22/05/2022,Shoes,18,45729,51
1913,25/08/2024,Pants,70,30345,25
1914,15/05/2021,Chicken,90,35583,13
1915,29/09/2024,Sausages,18,38540,85
1916,29/12/2018,Hat,10,10885,77
1917,12/07/2020,Computer,11,3392,43
1918,19/11/2024,Sausages,100,45124,58
1919,11/10/2019,Gloves,7,26339,05
1920,13/07/2022,Mouse,97,6769,52
1921,21/03/2024,Chips,74,30067,54
1922,29/10/2024,Sausages,74,46066,61
1923,08/07/2022,Fish,42,10741,83
1924,08/10/2020,Tuna,53,34204,95
1925,08/08/2018,Mouse,38,48245,57
1926,20/08/2022,Towels,82,26783,07
1927,03/02/2024,Car,46,48786,30
1928,27/01/2023,Pants,31,22709,90
1929,05/06/2018,Bacon,6,27083,37
1930,08/08/2024,Pizza,6,314,43
1931,11/05/2019,Towels,19,11875,85
1932,19/02/2021,Table,10,791,60
1933,05/05/2021,Mouse,34,25147,33
1934,21/06/2019,Bike,73,39884,45
1935,01/11/2019,Sausages,47,46101,66
1936,26/09/2019,Soap,13,338,35
1937,18/02/2021,Gloves,33,40172,63
1938,25/05/2024,Table,97,20217,08
1939,10/02/2023,Ball,9,12769,07
1940,19/08/2018,Keyboard,59,47224,55
1941,18/02/2022,Table,71,40046,24
1942,29/04/2021,Gloves,76,20856,15
1943,12/09/2024,Towels,2,41441,28
1944,22/10/2018,Car,75,15311,31
1945,23/11/2019,Table,95,7539,69
1946,24/03/2024,Bike,77,34933,30
1947,05/09/2021,Soap,73,6709,67
1948,05/09/2018,Pants,92,23388,90
1949,04/02/2019,Cheese,87,10635,47
1950,22/03/2019,Fish,82,41723,42
1951,31/08/2023,Chips,100,9725,85
1952,23/03/2022,Computer,6,44441,06
1953,27/06/2019,Salad,30,30826,08
1954,11/02/2022,Chips,4,20136,89
1955,25/01/2018,Chair,73,30871,43
1956,15/12/2024,Chicken,33,14804,93
1957,06/10/2021,Chicken,74,143,51
1958,11/11/2020,Chair,7,17117,98
1959,20/12/2022,Pizza,81,44149,06
1960,13/07/2023,Chair,77,7503,69
1961,29/07/2024,Chicken,32,37194,53
1962,26/06/2019,Cheese,23,4266,65
1963,29/05/2018,Hat,23,24852,56
1964,06/05/2021,Hat,78,10097,06
1965,27/04/2021,Mouse,39,34534,17
1966,26/07/2019,Towels,98,2929,48
1967,12/09/2022,Hat,65,16449,22
1968,25/08/2022,Bike,18,3954,52
1969,28/02/2018,Shirt,56,28583,19
1970,14/02/2019,Mouse,48,606,70
1971,17/06/2024,Pants,57,27395,36
1972,26/07/2023,Chair,11,11912,80
1973,26/10/2022,Chicken,9,3266,92
1974,07/07/2021,Pizza,6,7840,54
1975,20/05/2021,Towels,38,46813,50
1976,20/12/2023,Chicken,29,41541,19
1977,01/09/2023,Shirt,53,45673,34
1978,15/10/2021,Fish,54,7438,04
1979,23/02/2022,Bacon,11,44513,47
1980,26/02/2021,Shoes,21,24834,66
1981,21/07/2019,Bike,53,22849,07
1982,18/05/2024,Shirt,66,35272,92
1983,14/03/2022,Hat,45,45255,64
1984,23/01/2019,Chips,25,22306,97
1985,16/01/2018,Chair,76,25039,52
1986,09/11/2022,Towels,10,14369,61
1987,26/11/2021,Keyboard,29,709,53
1988,31/07/2020,Shirt,16,43469,60
1989,30/06/2019,Pizza,57,22070,87
1990,10/11/2020,Salad,87,4364,52
1991,15/05/2023,Sausages,100,24741,71
1992,11/05/2018,Chair,36,1650,57
1993,08/11/2022,Table,76,38669,77
1994,23/07/2019,Ball,43,10286,23
1995,10/05/2021,Soap,59,29900,89
1996,03/02/2022,Cheese,11,31495,16
1997,12/05/2021,Keyboard,70,10111,76
1998,01/11/2024,Shirt,68,27753,14
1999,26/05/2022,Shoes,76,5829,53
2000,12/01/2021,Shirt,70,36694,31
2001,13/02/2018,Bacon,88,35256,19
2002,22/07/2018,Chips,82,1583,28
2003,13/08/2021,Chicken,42,26324,92
2004,05/12/2023,Bacon,31,14125,03
2005,28/12/2018,Keyboard,51,32433,43
2006,05/04/2024,Computer,49,1761,48
2007,25/12/2023,Pants,45,9729,32
2008,30/03/2018,Chair,29,30742,29
2009,18/04/2023,Ball,10,22157,78
2010,01/07/2019,Bike,98,18337,36
2011,17/01/2022,Soap,53,20779,38
2012,15/03/2018,Bike,33,30142,90
2013,09/02/2024,Chips,61,5329,33
2014,29/07/2018,Bike,86,38412,29
2015,15/06/2023,Tuna,84,4023,57
2016,24/06/2020,Table,86,3266,23
2017,07/03/2018,Bike,95,31100,78
2018,19/12/2021,Salad,70,47096,15
2019,24/05/2024,Hat,51,19183,04
